City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,IATA1,IATA2,City1_Lat,City1_Lon,City2_Lat,City2_Lon
ALBURY,SYDNEY,1/05/1984,10110,245,76.9,452,4569720,5942419,13147,1984,5,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/05/1984,8919,82,76.1,1305,11639295,15294737,11720,1984,5,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/05/1984,2615,29,74.2,2022,5287530,7126051,3524,1984,5,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BRISBANE,CAIRNS,1/05/1984,2187,34,66.7,1391,3042117,4560895,3279,1984,5,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/05/1984,462,8,56.6,956,441672,780339,816,1984,5,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/05/1984,681,6,78.8,2852,1942212,2464736,864,1984,5,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,MACKAY,1/05/1984,541,12,46.8,797,431177,921318,1156,1984,5,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/05/1984,30108,345,73.8,1381,41579148,56340309,40797,1984,5,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,PERTH,1/05/1984,438,4,76,3615,1583370,2083382,576,1984,5,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/05/1984,6906,89,68.4,895,6180870,9036360,10096,1984,5,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/05/1984,21779,288,76.2,518,11281522,14805147,28581,1984,5,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/05/1984,99508,1010,70.3,753,74929524,106585383,141548,1984,5,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/05/1984,34236,411,80.1,1112,38070432,47528629,42742,1984,5,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/05/1984,455,9,74.6,1677,763035,1022835,610,1984,5,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,SYDNEY,1/05/1984,231,3,75.5,1971,455301,603048,306,1984,5,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CANBERRA,MELBOURNE,1/05/1984,33300,406,65.1,470,15651000,24041475,51152,1984,5,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/05/1984,47779,648,66.3,236,11275844,17007306,72065,1984,5,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/05/1984,5764,145,76.4,443,2553452,3342215,7545,1984,5,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/05/1984,6471,272,51.3,412,2666052,5196982,12614,1984,5,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/05/1984,5621,141,74.2,310,1742510,2348396,7575,1984,5,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/05/1984,32358,436,66.8,680,22003440,32939281,48440,1984,5,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/05/1984,24970,385,69.1,618,15431460,22332069,36136,1984,5,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
KALGOORLIE,PERTH,1/05/1984,6084,245,59.5,538,3273192,5501163,10225,1984,5,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/05/1984,9872,179,82.1,1250,12340000,15030451,12024,1984,5,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/05/1984,29011,611,67,476,13809236,20610800,43300,1984,5,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
MELBOURNE,BURNIE,1/05/1984,6107,271,53.6,378,2308446,4306802,11394,1984,5,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/05/1984,15224,150,73.9,1330,20247920,27399080,20601,1984,5,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/05/1984,3101,312,37.9,457,1417157,3739201,8182,1984,5,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,PERTH,1/05/1984,26253,259,76.9,2706,71040618,92380518,34139,1984,5,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/05/1984,170378,1494,74.2,706,120286868,162111682,229620,1984,5,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,SYDNEY,1/05/1984,17088,150,77.5,3284,56116992,72409022,22049,1984,5,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,SYDNEY,1/05/1984,4194,104,63.2,837,3510378,5554396,6636,1984,5,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/05/1984,6126,76,76,1690,10352940,13622289,8061,1984,5,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/05/1984,5092,149,65.7,367,1868764,2844390,7750,1984,5,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/06/1984,11888,124,73.6,1316,15644608,21256261,16152,1984,6,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/06/1984,2820,38,60.8,1622,4574040,7523092,4638,1984,6,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/06/1984,798,10,77.3,972,775656,1003436,1032,1984,6,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/06/1984,2952,27,84.1,2619,7731288,9192970,3510,1984,6,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,GOLD COAST,1/06/1984,973,18,52.6,1607,1563611,2972644,1850,1984,6,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/06/1984,51771,648,68.6,643,33288753,48525879,75468,1984,6,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/06/1984,14465,126,79.7,2120,30665800,38476537,18149,1984,6,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,SYDNEY,1/06/1984,31115,317,76.4,1167,36311205,47527755,40726,1984,6,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/06/1984,9241,246,72.1,452,4176932,5793248,12817,1984,6,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/06/1984,9017,75,84.1,1305,11767185,13991897,10722,1984,6,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/06/1984,2597,31,69.5,2022,5251134,7555588,3737,1984,6,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BRISBANE,CAIRNS,1/06/1984,2007,32,80.5,1391,2791737,3467996,2493,1984,6,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/06/1984,281,7,37.2,956,268636,722140,755,1984,6,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/06/1984,2103,15,86.6,2852,5997756,6925815,2428,1984,6,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,MACKAY,1/06/1984,570,9,64,797,454290,709828,891,1984,6,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/06/1984,23504,261,77.9,1381,32459024,41667553,30172,1984,6,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,PERTH,1/06/1984,393,5,54.6,3615,1420695,2602005,720,1984,6,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/06/1984,6207,84,67.5,895,5555265,8230022,9196,1984,6,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/06/1984,21268,267,79.6,518,11016824,13840231,26719,1984,6,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/06/1984,94242,931,73.4,753,70964226,96681507,128395,1984,6,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/06/1984,36061,402,86.7,1112,40099832,46251248,41593,1984,6,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/06/1984,388,9,59.5,1677,650676,1093573,652,1984,6,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,SYDNEY,1/06/1984,119,2,61.3,1971,234549,382625,194,1984,6,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CANBERRA,MELBOURNE,1/06/1984,27452,380,58.2,470,12902440,22169141,47168,1984,6,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/06/1984,39785,577,62.1,236,9389260,15119581,64066,1984,6,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/06/1984,6371,144,85.1,443,2822353,3316514,7486,1984,6,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/06/1984,4576,211,47,412,1885312,4011302,9736,1984,6,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/06/1984,5771,154,73.1,310,1789010,2447346,7895,1984,6,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/06/1984,24477,306,71.8,680,16644360,23181560,34091,1984,6,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/06/1984,21078,322,67.8,618,13026204,19212690,31088,1984,6,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
KALGOORLIE,PERTH,1/06/1984,5604,234,58.3,538,3014952,5171444,9612,1984,6,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/06/1984,7834,137,84,1250,9792500,11657738,9326,1984,6,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/06/1984,23846,494,67.1,476,11350696,16916089,35538,1984,6,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
MELBOURNE,BURNIE,1/06/1984,5116,234,51.3,378,1933848,3769684,9973,1984,6,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/06/1984,7850,86,81.6,1330,10440500,12794730,9620,1984,6,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/06/1984,3176,296,40.7,457,1451432,3566172,7803,1984,6,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,PERTH,1/06/1984,17852,194,75.7,2706,48307512,63814415,23583,1984,6,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/06/1984,151317,1353,71.6,706,106829802,149203634,211337,1984,6,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,SYDNEY,1/06/1984,10932,100,75.9,3284,35900688,47299984,14403,1984,6,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,SYDNEY,1/06/1984,2837,87,51.8,837,2374569,4584110,5477,1984,6,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/06/1984,4734,59,81.6,1690,8000460,9804485,5801,1984,6,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/06/1984,5122,137,71.7,367,1879774,2621721,7144,1984,6,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/07/1984,14116,131,80.4,1316,18576656,23105294,17557,1984,7,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/07/1984,3183,40,65.2,1622,5162826,7918445,4882,1984,7,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/07/1984,1211,14,77.3,972,1177092,1522758,1567,1984,7,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/07/1984,4174,38,86.5,2619,10931706,12637810,4825,1984,7,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,GOLD COAST,1/07/1984,1065,16,57.8,1607,1711455,2960995,1843,1984,7,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/07/1984,52341,671,69.3,643,33655263,48564593,75528,1984,7,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/07/1984,14368,133,74.5,2120,30460160,40886121,19286,1984,7,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,SYDNEY,1/07/1984,34393,354,77.2,1167,40136631,51990455,44551,1984,7,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/07/1984,8375,184,79.1,452,3785500,4785714,10588,1984,7,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/07/1984,9526,84,79.3,1305,12431430,15676456,12013,1984,7,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/07/1984,3105,31,79.9,2022,6278310,7857710,3886,1984,7,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BRISBANE,CAIRNS,1/07/1984,2298,30,83,1391,3196518,3851227,2769,1984,7,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/07/1984,230,6,37.6,956,219880,584787,612,1984,7,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/07/1984,2878,25,75.6,2852,8208056,10857217,3807,1984,7,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,MACKAY,1/07/1984,837,15,54.2,797,667089,1230792,1544,1984,7,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/07/1984,27400,300,77.9,1381,37839400,48574326,35173,1984,7,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,PERTH,1/07/1984,377,4,65.5,3615,1362855,2080695,576,1984,7,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/07/1984,6387,92,67.9,895,5716365,8418800,9406,1984,7,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/07/1984,22303,296,75.7,518,11552954,15261498,29462,1984,7,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/07/1984,101858,1007,72.9,753,76699074,105211350,139723,1984,7,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/07/1984,39107,420,86.9,1112,43486984,50042559,45002,1984,7,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/07/1984,326,6,81.1,1677,546702,674109,402,1984,7,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CANBERRA,MELBOURNE,1/07/1984,30037,388,63,470,14117390,22408556,47678,1984,7,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/07/1984,45105,618,65.7,236,10644780,16202100,68653,1984,7,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/07/1984,5827,150,74.7,443,2581361,3455637,7801,1984,7,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,SYDNEY,1/07/1984,73,1,71.6,3155,230315,321669,102,1984,7,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/07/1984,4038,184,49.9,412,1663656,3333980,8092,1984,7,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/07/1984,5376,145,67.9,310,1666560,2454433,7918,1984,7,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/07/1984,26031,333,70.1,680,17701080,25251184,37134,1984,7,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/07/1984,19511,312,67.2,618,12057798,17943152,29034,1984,7,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
KALGOORLIE,PERTH,1/07/1984,6150,218,62.2,538,3308700,5319453,9887,1984,7,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/07/1984,8661,154,85.2,1250,10826250,12706866,10165,1984,7,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/07/1984,22796,484,69.7,476,10850896,15568000,32706,1984,7,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
MELBOURNE,BURNIE,1/07/1984,4787,214,54.4,378,1809486,3326261,8800,1984,7,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/07/1984,10909,107,83.1,1330,14508970,17459651,13128,1984,7,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/07/1984,3168,317,40.3,457,1447776,3592496,7861,1984,7,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,PERTH,1/07/1984,20940,227,73.9,2706,56663640,76676103,28336,1984,7,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/07/1984,158759,1436,70.1,706,112083854,159891375,226475,1984,7,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,SYDNEY,1/07/1984,11721,109,74.4,3284,38491764,51736242,15754,1984,7,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,SYDNEY,1/07/1984,2783,84,50.5,837,2329371,4612616,5511,1984,7,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/07/1984,8320,91,86.9,1690,14060800,16180437,9574,1984,7,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/07/1984,5167,157,63.5,367,1896289,2986282,8137,1984,7,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/08/1984,15433,135,83.7,1316,20309828,24265027,18438,1984,8,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/08/1984,3662,39,75.6,1622,5939764,7856831,4844,1984,8,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/08/1984,1240,13,87.8,972,1205280,1372756,1412,1984,8,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/08/1984,3535,36,74.2,2619,9258165,12477311,4764,1984,8,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,GOLD COAST,1/08/1984,1255,16,68.1,1607,2016785,2961505,1843,1984,8,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/08/1984,62490,719,75.3,643,40181070,53361315,82988,1984,8,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/08/1984,16601,145,77.7,2120,35194120,45294878,21366,1984,8,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,SYDNEY,1/08/1984,38870,377,79.9,1167,45361290,56772578,48648,1984,8,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/08/1984,9686,193,84.8,452,4378072,5162821,11422,1984,8,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/08/1984,9922,86,81.5,1305,12948210,15887374,12174,1984,8,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/08/1984,3399,35,80.2,2022,6872778,8569549,4238,1984,8,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BRISBANE,CAIRNS,1/08/1984,2487,36,72.3,1391,3459417,4784809,3440,1984,8,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/08/1984,359,6,54.9,956,343204,625144,654,1984,8,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/08/1984,2851,24,76,2852,8131052,10698753,3751,1984,8,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,MACKAY,1/08/1984,128,7,66,797,102016,154570,194,1984,8,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/08/1984,40046,384,81.4,1381,55303526,67940450,49197,1984,8,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,PERTH,1/08/1984,443,4,76.9,3615,1601445,2082503,576,1984,8,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/08/1984,7804,90,77,895,6984580,9070883,10135,1984,8,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/08/1984,22526,303,76.7,518,11668468,15213126,29369,1984,8,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/08/1984,106408,1028,75.9,753,80125224,105566830,140195,1984,8,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/08/1984,37345,406,84.3,1112,41527640,49261732,44300,1984,8,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/08/1984,716,15,74.9,1677,1200732,1603113,956,1984,8,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,SYDNEY,1/08/1984,135,2,66.2,1971,266085,401941,204,1984,8,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CANBERRA,MELBOURNE,1/08/1984,30166,407,60.6,470,14178020,23396073,49779,1984,8,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/08/1984,46224,637,66.2,236,10908864,16478647,69825,1984,8,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/08/1984,5715,142,78.9,443,2531745,3208802,7243,1984,8,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,SYDNEY,1/08/1984,161,1,76.3,3155,507955,665734,211,1984,8,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/08/1984,4821,185,59.8,412,1986252,3321492,8062,1984,8,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/08/1984,5685,136,73.9,310,1762350,2384777,7693,1984,8,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/08/1984,33807,416,70.8,680,22988760,32470000,47750,1984,8,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/08/1984,23231,331,70.9,618,14356758,20249306,32766,1984,8,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
KALGOORLIE,PERTH,1/08/1984,6485,245,60.9,538,3488930,5728949,10649,1984,8,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/08/1984,8586,166,79.8,1250,10732500,13449248,10759,1984,8,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/08/1984,28023,565,72,476,13338948,18526317,38921,1984,8,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
MELBOURNE,BURNIE,1/08/1984,6002,230,63.2,378,2268756,3589804,9497,1984,8,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/08/1984,26810,227,81.2,1330,35657300,43912931,33017,1984,8,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/08/1984,3005,312,37.5,457,1373285,3662093,8013,1984,8,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,PERTH,1/08/1984,24727,252,75.8,2706,66911262,88273433,32621,1984,8,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/08/1984,173440,1492,73.1,706,122448640,167508399,237264,1984,8,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,SYDNEY,1/08/1984,15350,133,77.9,3284,50409400,64710398,19705,1984,8,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,SYDNEY,1/08/1984,3493,87,61,837,2923641,4792854,5726,1984,8,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/08/1984,8369,92,87.3,1690,14143610,16201157,9586,1984,8,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/08/1984,4675,138,65.9,367,1715725,2603528,7094,1984,8,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/09/1984,13601,125,79.5,1316,17898916,22514360,17108,1984,9,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/09/1984,3897,39,74.3,1622,6320934,8507314,5245,1984,9,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/09/1984,1258,12,89.6,972,1222776,1364705,1404,1984,9,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/09/1984,2260,25,69.2,2619,5918940,8553382,3266,1984,9,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,GOLD COAST,1/09/1984,1817,20,78.7,1607,2919919,3710189,2309,1984,9,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/09/1984,56406,657,71.1,643,36269058,51011333,79333,1984,9,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/09/1984,16602,136,83.1,2120,35196240,42354079,19978,1984,9,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,SYDNEY,1/09/1984,37840,378,78.5,1167,44159280,56253860,48204,1984,9,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/09/1984,9464,191,84.8,452,4277728,5044491,11160,1984,9,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/09/1984,9068,77,82.1,1305,11833740,14413812,11045,1984,9,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/09/1984,2859,31,73.5,2022,5780898,7865167,3890,1984,9,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BRISBANE,CAIRNS,1/09/1984,4202,57,74.7,1391,5844982,7824608,5625,1984,9,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/09/1984,432,8,53.6,956,412992,770507,806,1984,9,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/09/1984,1556,12,83.6,2852,4437712,5308268,1861,1984,9,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,MACKAY,1/09/1984,300,10,56.4,797,239100,423936,532,1984,9,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/09/1984,35555,361,82.2,1381,49101455,59734130,43254,1984,9,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
