Year,Australian,Airline,InFlights,OutFlights,InSeats,OutSeats,Total Flights
2005,Melbourne,United Airlines,31,31,10757,10757,62.00
2005,Melbourne,Vietnam Airlines,13,14,4394,4732,27.00
2005,Melbourne,Virgin Australia,38,37,6840,6660,75.00
2005,Norfolk Island,Air New Zealand,9,9,1224,1224,18.00
2005,Perth,Air Mauritius,4,4,700,700,8.00
2005,Perth,Air New Zealand,29,29,6670,6680,58.00
2005,Perth,Air Paradise International,21,22,3906,4092,43.00
2005,Perth,Australian Airlines,9,9,2420,2420,18.00
2005,Perth,Cathay Pacific Airways,13,13,4043,4043,26.00
2005,Perth,Emirates,31,31,8184,8184,62.00
2005,Perth,Garuda Indonesia,40,40,5474,5474,80.00
2005,Perth,Malaysia Airlines,40,39,13967,13712,79.00
2005,Perth,Qantas Airways,107,105,29814,29137,212.00
2005,Perth,Royal Brunei Airlines,13,14,2574,2772,27.00
2005,Perth,Singapore Airlines,76,76,24608,24608,152.00
2005,Perth,South African Airways,23,22,5428,5192,45.00
2005,Perth,Thai Airways International,18,17,5490,5185,35.00
2005,Perth,Valuair,31,30,4746,4596,61.00
2005,Sydney,Aerolineas Argentinas,18,18,4446,4446,36.00
2005,Sydney,Air Caledonie,18,18,3378,3378,36.00
2005,Sydney,Air Canada,31,32,6617,6940,63.00
2005,Sydney,Air China,30,30,8948,8948,60.00
2005,Sydney,Air Mauritius,4,5,1176,1470,9.00
2005,Sydney,Air New Zealand,269,269,43693,43672,538.00
2005,Sydney,Air Niugini,6,6,1380,1380,12.00
2005,Sydney,Fiji Airways,38,38,14635,14635,76.00
2005,Sydney,Air Paradise International,15,15,4100,4100,30.00
2005,Sydney,Air Vanuatu,21,21,2646,2646,42.00
2005,Sydney,Asiana Airlines,31,31,9610,9610,62.00
2005,Sydney,Australian Airlines,39,38,10559,10205,77.00
2005,Sydney,British Airways,62,62,23162,23162,124.00
2005,Sydney,Cathay Pacific Airways,93,93,23151,23151,186.00
2005,Sydney,China Airlines,22,22,6072,6072,44.00
2005,Sydney,China Eastern Airlines,31,31,8897,8897,62.00
2005,Sydney,China Southern Airlines,24,24,7368,7368,48.00
2005,Sydney,Emirates,63,63,16293,16293,126.00
2005,Sydney,Eva Air,13,13,3276,3276,26.00
2005,Sydney,Freedom Air International,29,29,3969,4118,58.00
2005,Sydney,Garuda Indonesia,16,16,4688,4688,32.00
2005,Sydney,Gulf Air,31,31,8215,8215,62.00
2005,Sydney,Hawaiian Airlines,18,18,4662,4662,36.00
2005,Sydney,Japan Airlines,68,69,30511,30392,137.00
2005,Sydney,Korean Air,31,31,11541,11541,62.00
2005,Sydney,LATAM Airlines,18,17,4662,4403,35.00
2005,Sydney,Lauda Air,25,25,8600,8600,50.00
2005,Sydney,Malaysia Airlines,62,62,20423,20434,124.00
2005,Sydney,Philippine Airlines,13,13,3926,3926,26.00
2005,Sydney,Polynesian Airlines,8,9,1232,1386,17.00
2005,Sydney,Qantas Airways,739,700,221095,207407,1439.00
2005,Sydney,Royal Brunei Airlines,13,13,2625,2625,26.00
2005,Sydney,Singapore Airlines,93,93,34875,34875,186.00
2005,Sydney,Thai Airways International,92,92,37260,37260,184.00
2005,Sydney,United Airlines,72,73,24984,25331,145.00
2005,Sydney,Vietnam Airlines,17,17,5746,5746,34.00
2005,Sydney,Virgin Atlantic Airways,31,31,9486,9486,62.00
2005,Sydney,Virgin Australia,51,53,9180,9540,104.00
2005,Adelaide,Air Paradise International,9,9,1944,1944,18.00
2005,Adelaide,Cathay Pacific Airways,9,8,2259,2008,17.00
2005,Adelaide,Garuda Indonesia,8,8,2344,2344,16.00
2005,Adelaide,Malaysia Airlines,17,17,4578,4584,34.00
2005,Adelaide,Qantas Airways,28,26,6529,6005,54.00
2005,Adelaide,Singapore Airlines,17,18,5491,5814,35.00
2005,Brisbane,Air Caledonie,9,9,1314,1314,18.00
2005,Brisbane,Air New Zealand,149,148,29079,28932,297.00
2005,Brisbane,Air Niugini,25,26,5484,5714,51.00
2005,Brisbane,Fiji Airways,30,30,5199,5199,60.00
2005,Brisbane,Air Paradise International,9,9,1998,1998,18.00
2005,Brisbane,Air Vanuatu,13,12,1638,1516,25.00
2005,Brisbane,Australian Airlines,1,0,267,0,1.00
2005,Brisbane,Cathay Pacific Airways,30,30,9330,9330,60.00
2005,Brisbane,China Airlines,12,12,3312,3312,24.00
2005,Brisbane,Emirates,60,60,22800,22800,120.00
2005,Brisbane,Eva Air,13,13,3276,3276,26.00
2005,Brisbane,Freedom Air International,54,57,7394,8102,111.00
2005,Brisbane,Garuda Indonesia,26,25,7618,7325,51.00
2005,Brisbane,Japan Airlines,60,60,26818,26499,120.00
2005,Brisbane,Korean Air,13,13,3744,3744,26.00
2005,Brisbane,Malaysia Airlines,26,26,6987,7008,52.00
2005,Brisbane,Nauru Airlines,8,9,1088,990,17.00
2005,Brisbane,Qantas Airways,144,142,39835,39332,286.00
2005,Brisbane,Royal Brunei Airlines,25,26,5154,5352,51.00
2005,Brisbane,Singapore Airlines,90,90,29070,29070,180.00
2005,Brisbane,Solomon Airlines,8,9,1088,1224,17.00
2005,Brisbane,Thai Airways International,26,26,9724,9724,52.00
2005,Brisbane,Virgin Australia,86,86,15480,15480,172.00
2005,Cairns,Air New Zealand,8,8,2488,2488,16.00
2005,Cairns,Air Niugini,38,38,3686,3686,76.00
2005,Cairns,Australian Airlines,106,106,28603,28601,212.00
2005,Cairns,Cathay Pacific Airways,18,18,5598,5598,36.00
2005,Cairns,Continental Micronesia,13,12,2002,1848,25.00
2005,Cairns,Qantas Airways,60,60,13734,13735,120.00
2005,Darwin,Australian Airlines,9,9,2423,2427,18.00
2005,Darwin,Garuda Indonesia,8,8,1072,1072,16.00
2005,Darwin,Merpati Nusantara Airlines,8,8,240,240,16.00
2005,Darwin,Qantas Airways,22,41,5309,9585,63.00
2005,Darwin,Royal Brunei Airlines,12,12,1530,1530,24.00
2005,Gold Coast,Air New Zealand,1,0,136,0,1.00
2005,Gold Coast,Australian Airlines,29,28,7819,7548,57.00
2005,Gold Coast,Freedom Air International,67,66,9586,9505,133.00
2005,Gold Coast,Virgin Australia,15,15,2700,2700,30.00
2005,Melbourne,Air China,17,17,5117,5117,34.00
2005,Melbourne,Air Mauritius,4,4,1176,1176,8.00
2005,Melbourne,Air New Zealand,135,134,25710,25579,269.00
