Year,Australian,International,InFlightsExc,InFlightsAll,OutFlightsExc,OutFlightsAll,InSeatsMin,InSeatsMax,OutSeatsMin,OutSeatsMax,Lat  Aus,Lon Aus,Lat International,Lon International
2015,Perth,Jakarta,16,16,16,16,2592,2592,2592,2592,-31.9522,115.8614,-6.2088,106.8456
2015,Perth,Johannesburg,27,27,28,28,7457,7457,7774,7774,-31.9522,115.8614,-26.2041,28.0473
2015,Perth,Kota Kinabalu,8,8,8,8,1272,1272,1272,1272,-31.9522,115.8614,5.9804,116.0735
2015,Perth,Kuala Lumpur,92,92,92,92,30076,30076,30076,30076,-31.9522,115.8614,3.1390,101.6869
2015,Perth,Mauritius,9,9,9,9,2475,2475,2475,2475,-31.9522,115.8614,-20.1669,57.5030
2015,Perth,Phuket,20,20,20,20,3508,3508,3508,3508,-31.9522,115.8614,7.8804,98.3923
2015,Perth,Singapore,192,220,195,223,50386,55426,50926,55966,-31.9522,115.8614,1.3521,103.8198
2015,Sydney,Abu Dhabi,45,45,44,44,14601,14601,14240,14240,-33.8688,151.2093,24.4667,54.3667
2015,Sydney,Apia,4,4,4,4,716,716,712,712,-33.8688,151.2093,City not found,City not found
2015,Sydney,Auckland,304,376,304,376,58814,84502,58745,84441,-33.8688,151.2093,-36.8485,174.7633
2015,Sydney,Bangkok,68,96,68,96,23190,33102,23181,33093,-33.8688,151.2093,13.7563,100.5018
2015,Sydney,Beijing,28,40,28,40,8596,11740,8596,11740,-33.8688,151.2093,39.9042,116.4074
2015,Sydney,Chongqing,8,8,8,8,2192,2192,2192,2192,-33.8688,151.2093,29.4316,106.9123
2015,Sydney,Christchurch,107,147,107,147,18330,31926,18368,31964,-33.8688,151.2093,-43.5321,172.6362
2015,Sydney,Dallas,23,23,24,24,8464,8464,11614,11614,-33.8688,151.2093,32.7767,-96.7970
2015,Sydney,Denpasar,59,70,64,74,12777,16462,13816,17166,-33.8688,151.2093,-8.6500,115.2167
2015,Sydney,Dubai,28,112,28,112,13608,50677,13608,50676,-33.8688,151.2093,25.2048,55.2708
2015,Sydney,Guangzhou,56,56,56,56,21868,21868,21868,21868,-33.8688,151.2093,23.1291,113.2644
2015,Sydney,Ho Chi Minh City,28,28,28,28,7840,7840,7840,7840,-33.8688,151.2093,10.8231,106.6297
2015,Sydney,Hong Kong,142,142,143,143,41686,41686,42051,42051,-33.8688,151.2093,22.3193,114.1694
2015,Sydney,Honolulu,60,62,61,63,17035,17641,17272,17910,-33.8688,151.2093,21.3069,-157.8583
2015,Sydney,Jakarta,33,33,33,33,7804,7804,7804,7804,-33.8688,151.2093,-6.2088,106.8456
2015,Sydney,Johannesburg,25,25,25,25,8930,8930,8930,8930,-33.8688,151.2093,-26.2041,28.0473
2015,Sydney,Kuala Lumpur,112,112,111,111,34160,34160,33879,33879,-33.8688,151.2093,3.1390,101.6869
2015,Sydney,London,0,56,0,56,0,21859,0,21860,-33.8688,151.2093,51.5074,-0.1278
2015,Sydney,Los Angeles,110,137,109,135,37730,47788,35208,47077,-33.8688,151.2093,34.0522,-118.2437
2015,Sydney,Manila,59,59,59,59,21650,21650,21650,21650,-33.8688,151.2093,14.5995,120.9842
2015,Sydney,Nadi,88,88,88,88,17696,17696,17654,17654,-33.8688,151.2093,-17.7768,177.4350
2015,Sydney,Nanjing,0,12,0,12,0,3144,0,3144,-33.8688,151.2093,32.0603,118.7969
2015,Sydney,New Delhi,0,28,0,28,0,7084,0,7084,-33.8688,151.2093,28.6139,77.2090
2015,Sydney,New York,0,26,0,26,0,9446,0,9445,-33.8688,151.2093,40.7128,-74.0060
2015,Sydney,Noumea,26,26,26,26,5043,5043,5043,5043,-33.8688,151.2093,-22.2558,166.4505
2015,Sydney,Phuket,8,17,12,12,2680,5695,4020,4020,-33.8688,151.2093,7.8804,98.3923
2015,Sydney,Port Moresby,8,8,8,8,1088,1088,1088,1088,-33.8688,151.2093,-9.4438,147.1803
2015,Sydney,Port Vila,24,24,24,24,4080,4080,4080,4080,-33.8688,151.2093,-17.7333,168.3167
2015,Sydney,Queenstown,52,52,52,52,8899,8899,9002,9002,-33.8688,151.2093,-45.0312,168.6626
2015,Sydney,Rarotonga,4,4,4,4,898,898,905,905,-33.8688,151.2093,-21.2292,-159.7761
2015,Sydney,Rotarua,8,8,8,8,1321,1321,1320,1320,-33.8688,151.2093,City not found,City not found
2015,Sydney,San Francisco,28,28,27,27,7532,7532,7263,7263,-33.8688,151.2093,37.7749,-122.4194
2015,Sydney,Santiago,16,44,16,44,5823,12991,5823,12999,-33.8688,151.2093,-33.4489,-70.6693
2015,Sydney,Seoul,56,56,56,56,18704,18704,18704,18704,-33.8688,151.2093,37.5665,126.9780
2015,Sydney,Shanghai,88,88,88,88,22988,22988,22979,22979,-33.8688,151.2093,31.2304,121.4737
2015,Sydney,Singapore,183,219,183,219,57809,69341,57807,69339,-33.8688,151.2093,1.3521,103.8198
2015,Sydney,Suva,8,8,8,8,976,976,976,976,-33.8688,151.2093,-18.1248,178.4501
2015,Sydney,Taipei,0,28,0,28,0,8400,0,8400,-33.8688,151.2093,25.0330,121.5654
2015,Sydney,Tokyo,56,56,56,56,17020,17020,17013,17013,-33.8688,151.2093,35.6895,139.6917
2015,Sydney,Tongatapu,8,8,8,8,1436,1436,1436,1436,-33.8688,151.2093,City not found,City not found
2015,Sydney,Toronto,0,27,0,28,0,9423,0,9772,-33.8688,151.2093,43.6532,-79.3832
2015,Sydney,Vancouver,1,28,0,28,349,9772,0,9772,-33.8688,151.2093,49.2827,-123.1207
2015,Sydney,Wellington,103,103,104,104,17161,17161,17382,17382,-33.8688,151.2093,-41.2865,174.7762
2015,Adelaide,Auckland,27,27,27,27,4396,4396,4393,4393,-34.9287,138.5986,-36.8485,174.7633
2015,Adelaide,Denpasar,40,40,43,43,7112,7112,7644,7644,-34.9287,138.5986,-8.6500,115.2167
2015,Adelaide,Dubai,31,31,31,31,10974,10974,10974,10974,-34.9287,138.5986,25.2048,55.2708
2015,Adelaide,Hong Kong,18,18,18,18,4509,4509,4509,4509,-34.9287,138.5986,22.3193,114.1694
2015,Adelaide,Kuala Lumpur,31,31,31,31,8711,8711,8711,8711,-34.9287,138.5986,3.1390,101.6869
2015,Adelaide,Singapore,31,31,31,31,8835,8835,8835,8835,-34.9287,138.5986,1.3521,103.8198
2015,Brisbane,Abu Dhabi,0,31,0,31,0,8122,0,8122,-27.4679,153.0281,24.4667,54.3667
2015,Brisbane,Apia,4,4,4,4,704,704,698,698,-27.4679,153.0281,City not found,City not found
2015,Brisbane,Auckland,172,221,170,219,35187,55827,34817,55457,-27.4679,153.0281,-36.8485,174.7633
2015,Brisbane,Bangkok,31,31,31,31,9228,9228,9228,9228,-27.4679,153.0281,13.7563,100.5018
2015,Brisbane,Christchurch,64,64,64,64,10968,10968,10970,10970,-27.4679,153.0281,-43.5321,172.6362
2015,Brisbane,Denpasar,60,60,59,59,13348,13348,12886,12886,-27.4679,153.0281,-8.6500,115.2167
2015,Brisbane,Dubai,0,62,0,62,0,26292,0,26292,-27.4679,153.0281,25.2048,55.2708
2015,Brisbane,Dunedin,14,14,14,14,2478,2478,2478,2478,-27.4679,153.0281,-45.8788,170.5028
2015,Brisbane,Espiritu Santo,0,3,0,5,0,510,0,850,-27.4679,153.0281,-15.3767,166.9592
2015,Brisbane,Guangzhou,23,23,23,23,5014,5014,5014,5014,-27.4679,153.0281,23.1291,113.2644
2015,Brisbane,Hong Kong,59,73,59,73,16088,19602,16087,19601,-27.4679,153.0281,22.3193,114.1694
2015,Brisbane,Honiara,27,27,26,26,4032,4032,3896,3896,-27.4679,153.0281,-9.4456,159.9729
2015,Brisbane,Honolulu,27,28,27,28,8001,8304,8001,8304,-27.4679,153.0281,21.3069,-157.8583
2015,Brisbane,Kuala Lumpur,31,31,31,31,8711,8711,8711,8711,-27.4679,153.0281,3.1390,101.6869
2015,Brisbane,Los Angeles,62,62,62,62,22474,22474,22474,22474,-27.4679,153.0281,34.0522,-118.2437
2015,Brisbane,Manila,0,14,0,14,0,2184,0,2184,-27.4679,153.0281,14.5995,120.9842
2015,Brisbane,Nadi,58,58,58,58,9916,9916,9930,9930,-27.4679,153.0281,-17.7768,177.4350
2015,Brisbane,Nauru,14,14,14,14,1792,1792,1792,1792,-27.4679,153.0281,-0.5228,166.9315
2015,Brisbane,Noumea,13,13,13,13,2178,2178,2178,2178,-27.4679,153.0281,-22.2558,166.4505
2015,Brisbane,Port Moresby,93,93,93,93,16497,16497,16640,16640,-27.4679,153.0281,-9.4438,147.1803
2015,Brisbane,Port Vila,22,25,20,25,3838,4348,3498,4348,-27.4679,153.0281,-17.7333,168.3167
2015,Brisbane,Queenstown,13,13,13,13,2282,2282,2282,2282,-27.4679,153.0281,-45.0312,168.6626
2015,Brisbane,Seoul,18,18,18,18,4806,4806,4806,4806,-27.4679,153.0281,37.5665,126.9780
2015,Brisbane,Singapore,124,186,124,186,35440,54722,35402,54684,-27.4679,153.0281,1.3521,103.8198
2015,Brisbane,Taipei,8,26,8,26,2016,7524,2016,7524,-27.4679,153.0281,25.0330,121.5654
2015,Brisbane,Wellington,54,54,55,55,9488,9488,9664,9664,-27.4679,153.0281,-41.2865,174.7762
2015,Cairns,Auckland,1,1,1,1,164,164,162,162,-16.9186,145.7661,-36.8485,174.7633
2015,Cairns,Denpasar,1,1,1,1,180,180,180,180,-16.9186,145.7661,-8.6500,115.2167
2015,Cairns,Guam,9,9,8,8,1062,1062,944,944,-16.9186,145.7661,13.4443,144.7937
2015,Cairns,Hong Kong,0,14,0,14,0,3514,0,3514,-16.9186,145.7661,22.3193,114.1694
2015,Cairns,Osaka,17,21,17,22,5695,7035,5695,7370,-16.9186,145.7661,34.6937,135.5023
2015,Cairns,Port Moresby,101,101,100,100,7697,7697,7584,7584,-16.9186,145.7661,-9.4438,147.1803
2015,Cairns,Rabaul,4,4,3,3,296,296,222,222,-16.9186,145.7661,-4.2000,152.1833
2015,Cairns,Shanghai,5,5,5,5,1360,1360,1360,1360,-16.9186,145.7661,31.2304,121.4737
2015,Cairns,Tokyo,31,31,31,31,10385,10385,10385,10385,-16.9186,145.7661,35.6895,139.6917
2015,Darwin,Denpasar,35,35,35,35,6300,6300,6300,6300,-12.4611,130.8419,-8.6500,115.2167
2015,Darwin,Kuala Lumpur,18,18,17,17,2862,2862,2703,2703,-12.4611,130.8419,3.1390,101.6869
2015,Darwin,Manila,0,14,0,14,0,2184,0,2184,-12.4611,130.8419,14.5995,120.9842
2015,Darwin,Singapore,31,31,32,32,5256,5256,5436,5436,-12.4611,130.8419,1.3521,103.8198
2015,Gold Coast,Auckland,74,74,74,74,12949,12949,12928,12928,-28.0003,153.4309,-36.8485,174.7633
2015,Gold Coast,Christchurch,21,21,21,21,3665,3665,3654,3654,-28.0003,153.4309,-43.5321,172.6362
2015,Gold Coast,Kuala Lumpur,22,22,22,22,8294,8294,8294,8294,-28.0003,153.4309,3.1390,101.6869
2015,Gold Coast,Nadi,1,1,1,1,180,180,180,180,-28.0003,153.4309,-17.7768,177.4350
2015,Gold Coast,Queenstown,13,13,13,13,2340,2340,2340,2340,-28.0003,153.4309,-45.0312,168.6626
2015,Gold Coast,Singapore,10,19,11,20,4020,7638,4422,8040,-28.0003,153.4309,1.3521,103.8198
2015,Gold Coast,Tokyo,29,30,30,30,9715,10050,10050,10050,-28.0003,153.4309,35.6895,139.6917
2015,Gold Coast,Wellington,13,13,13,13,2340,2340,2340,2340,-28.0003,153.4309,-41.2865,174.7762
2015,Melbourne,Abu Dhabi,31,31,31,31,10168,10168,10168,10168,-37.8140,144.9633,24.4667,54.3667
2015,Melbourne,Auckland,249,280,250,281,48361,63489,48489,63617,-37.8140,144.9633,-36.8485,174.7633
2015,Melbourne,Bandar Seri Begawan,31,31,31,31,7874,7874,7874,7874,-37.8140,144.9633,4.9031,114.9394
2015,Melbourne,Bangkok,75,75,75,75,22986,22986,22947,22947,-37.8140,144.9633,13.7563,100.5018
2015,Melbourne,Beijing,0,22,0,22,0,4972,0,4972,-37.8140,144.9633,39.9042,116.4074
2015,Melbourne,Chengdu,12,12,12,12,2940,2940,2940,2940,-37.8140,144.9633,30.5728,104.0668
2015,Melbourne,Christchurch,96,96,96,96,16602,16602,16589,16589,-37.8140,144.9633,-43.5321,172.6362
2015,Melbourne,Denpasar,104,113,104,116,26104,29119,26384,30326,-37.8140,144.9633,-8.6500,115.2167
2015,Melbourne,Doha,31,31,31,31,10385,10385,10385,10385,-37.8140,144.9633,25.2854,51.5310
2015,Melbourne,Dubai,0,122,0,122,0,51295,0,51297,-37.8140,144.9633,25.2048,55.2708
2015,Melbourne,Guangzhou,44,44,44,44,12056,12056,12056,12056,-37.8140,144.9633,23.1291,113.2644
2015,Melbourne,Ho Chi Minh City,31,31,31,31,8666,8666,8666,8666,-37.8140,144.9633,10.8231,106.6297
2015,Melbourne,Hong Kong,124,124,124,124,32549,32549,32550,32550,-37.8140,144.9633,22.3193,114.1694
2015,Melbourne,Honolulu,13,17,13,18,3939,5247,3939,5582,-37.8140,144.9633,21.3069,-157.8583
2015,Melbourne,Jakarta,13,14,13,13,2886,3108,2886,2886,-37.8140,144.9633,-6.2088,106.8456
2015,Melbourne,Kuala Lumpur,143,174,143,174,44921,56081,44921,56081,-37.8140,144.9633,3.1390,101.6869
2015,Melbourne,London,0,29,0,29,0,14032,0,14035,-37.8140,144.9633,51.5074,-0.1278
2015,Melbourne,Los Angeles,72,72,72,72,26026,26026,26756,26756,-37.8140,144.9633,34.0522,-118.2437
2015,Melbourne,Manila,13,13,13,13,4693,4693,4693,4693,-37.8140,144.9633,14.5995,120.9842
2015,Melbourne,Nadi,49,49,49,49,8354,8354,8354,8354,-37.8140,144.9633,-17.7768,177.4350
2015,Melbourne,New Delhi,0,30,1,30,0,7590,253,7590,-37.8140,144.9633,28.6139,77.2090
2015,Melbourne,Noumea,12,12,11,11,1860,1860,1702,1702,-37.8140,144.9633,-22.2558,166.4505
2015,Melbourne,Osaka,0,4,0,5,0,1340,0,1675,-37.8140,144.9633,34.6937,135.5023
2015,Melbourne,Phuket,10,18,13,14,3350,6030,4355,4690,-37.8140,144.9633,7.8804,98.3923
2015,Melbourne,Queenstown,35,35,35,35,5962,5962,5980,5980,-37.8140,144.9633,-45.0312,168.6626
2015,Melbourne,Shanghai,38,60,38,60,8740,13712,8740,13712,-37.8140,144.9633,31.2304,121.4737
2015,Melbourne,Singapore,174,205,174,205,49839,60813,49839,60813,-37.8140,144.9633,1.3521,103.8198
2015,Melbourne,Tokyo,14,15,15,15,4242,4577,4545,4545,-37.8140,144.9633,35.6895,139.6917
2015,Melbourne,Wellington,59,59,59,59,9822,9822,9859,9859,-37.8140,144.9633,-41.2865,174.7762
2015,Norfolk Island,Auckland,6,6,5,5,994,994,825,825,-29.0408,167.9583,-36.8485,174.7633
2015,Perth,Abu Dhabi,31,31,31,31,8122,8122,8122,8122,-31.9522,115.8614,24.4667,54.3667
2015,Perth,Auckland,38,38,37,37,11069,11069,10833,10833,-31.9522,115.8614,-36.8485,174.7633
2015,Perth,Bangkok,23,23,23,23,6072,6072,6072,6072,-31.9522,115.8614,13.7563,100.5018
2015,Perth,Christchurch,9,9,9,9,2070,2070,2070,2070,-31.9522,115.8614,-43.5321,172.6362
2015,Perth,Denpasar,193,221,192,222,35981,41021,35799,41199,-31.9522,115.8614,-8.6500,115.2167
2015,Perth,Doha,31,31,31,31,10385,10385,10385,10385,-31.9522,115.8614,25.2854,51.5310
2015,Perth,Dubai,93,93,93,93,30166,30166,30166,30166,-31.9522,115.8614,25.2048,55.2708
2015,Perth,Guangzhou,13,13,13,13,2834,2834,2834,2834,-31.9522,115.8614,23.1291,113.2644
2015,Perth,Hong Kong,45,45,45,45,11295,11295,11295,11295,-31.9522,115.8614,22.3193,114.1694
2015,Perth,Jakarta,19,19,19,19,3078,3078,3078,3078,-31.9522,115.8614,-6.2088,106.8456
2015,Perth,Johannesburg,27,27,26,26,7005,7005,6752,6752,-31.9522,115.8614,-26.2041,28.0473
2015,Perth,Kota Kinabalu,8,8,8,8,1272,1272,1272,1272,-31.9522,115.8614,5.9804,116.0735
2015,Perth,Kuala Lumpur,92,92,92,92,29596,29596,29596,29596,-31.9522,115.8614,3.1390,101.6869
2015,Perth,Mauritius,9,9,9,9,2475,2475,2475,2475,-31.9522,115.8614,-20.1669,57.5030
2015,Perth,Phuket,22,22,22,22,3806,3806,3806,3806,-31.9522,115.8614,7.8804,98.3923
2015,Perth,Singapore,190,218,189,219,50926,55966,50746,56146,-31.9522,115.8614,1.3521,103.8198
2015,Sydney,Abu Dhabi,62,62,62,62,19940,19940,19940,19940,-33.8688,151.2093,24.4667,54.3667
2015,Sydney,Apia,5,5,4,4,874,874,704,704,-33.8688,151.2093,City not found,City not found
2015,Sydney,Auckland,331,405,332,406,64444,91181,64528,91265,-33.8688,151.2093,-36.8485,174.7633
2015,Sydney,Bangkok,69,100,71,102,21804,32778,22449,33423,-33.8688,151.2093,13.7563,100.5018
2015,Sydney,Beijing,31,44,31,44,7411,10787,7411,10787,-33.8688,151.2093,39.9042,116.4074
2015,Sydney,Chongqing,9,9,9,9,2466,2466,2466,2466,-33.8688,151.2093,29.4316,106.9123
2015,Sydney,Christchurch,114,150,114,150,19535,32044,19514,32023,-33.8688,151.2093,-43.5321,172.6362
2015,Sydney,Dallas,26,26,26,26,9389,9389,12583,12583,-33.8688,151.2093,32.7767,-96.7970
2015,Sydney,Denpasar,77,86,72,84,17744,20759,16477,20419,-33.8688,151.2093,-8.6500,115.2167
2015,Sydney,Dubai,31,124,31,124,15066,56107,15066,56110,-33.8688,151.2093,25.2048,55.2708
2015,Sydney,Guangzhou,62,62,62,62,17050,17050,17050,17050,-33.8688,151.2093,23.1291,113.2644
2015,Sydney,Ho Chi Minh City,31,31,31,31,8680,8680,8680,8680,-33.8688,151.2093,10.8231,106.6297
2015,Sydney,Hong Kong,154,154,154,154,45892,45892,45891,45891,-33.8688,151.2093,22.3193,114.1694
2015,Sydney,Honolulu,65,68,64,68,18772,19777,18437,19777,-33.8688,151.2093,21.3069,-157.8583
2015,Sydney,Jakarta,26,27,27,32,6237,6459,6459,7820,-33.8688,151.2093,-6.2088,106.8456
2015,Sydney,Johannesburg,27,27,27,27,9752,9752,9755,9755,-33.8688,151.2093,-26.2041,28.0473
2015,Sydney,Kuala Lumpur,124,124,124,124,37820,37820,37820,37820,-33.8688,151.2093,3.1390,101.6869
2015,Sydney,London,0,62,0,63,0,24208,0,24508,-33.8688,151.2093,51.5074,-0.1278
2015,Sydney,Los Angeles,120,151,120,151,41749,53263,38508,53139,-33.8688,151.2093,34.0522,-118.2437
2015,Sydney,Manila,61,61,61,61,22480,22480,22489,22489,-33.8688,151.2093,14.5995,120.9842
2015,Sydney,Nadi,111,111,111,111,22108,22108,22108,22108,-33.8688,151.2093,-17.7768,177.4350
2015,Sydney,Nanjing,0,13,0,13,0,3376,0,3376,-33.8688,151.2093,32.0603,118.7969
2015,Sydney,New Delhi,1,31,0,29,253,7843,0,7337,-33.8688,151.2093,28.6139,77.2090
2015,Sydney,New York,0,31,0,31,0,11266,0,11271,-33.8688,151.2093,40.7128,-74.0060
2015,Sydney,Noumea,26,26,26,26,5167,5167,5165,5165,-33.8688,151.2093,-22.2558,166.4505
2015,Sydney,Phuket,9,17,13,14,3015,5695,4355,4690,-33.8688,151.2093,7.8804,98.3923
2015,Sydney,Port Moresby,9,9,9,9,1294,1294,1294,1294,-33.8688,151.2093,-9.4438,147.1803
2015,Sydney,Port Vila,23,23,23,23,3910,3910,3910,3910,-33.8688,151.2093,-17.7333,168.3167
2015,Sydney,Queenstown,56,56,56,56,9570,9570,9647,9647,-33.8688,151.2093,-45.0312,168.6626
2015,Sydney,Rarotonga,4,4,4,4,906,906,901,901,-33.8688,151.2093,-21.2292,-159.7761
2015,Sydney,Rotarua,9,9,9,9,1477,1477,1482,1482,-33.8688,151.2093,City not found,City not found
2015,Sydney,San Francisco,31,31,31,31,8339,8339,8339,8339,-33.8688,151.2093,37.7749,-122.4194
2015,Sydney,Santiago,17,47,17,47,6188,13868,6188,13868,-33.8688,151.2093,-33.4489,-70.6693
2015,Sydney,Seoul,62,62,62,62,17964,17964,17964,17964,-33.8688,151.2093,37.5665,126.9780
2015,Sydney,Shanghai,82,82,82,82,20981,20981,20981,20981,-33.8688,151.2093,31.2304,121.4737
2015,Sydney,Singapore,197,237,192,238,62183,75008,60911,75385,-33.8688,151.2093,1.3521,103.8198
2015,Sydney,Suva,9,9,9,9,1098,1098,1098,1098,-33.8688,151.2093,-18.1248,178.4501
2015,Sydney,Taipei,0,18,0,18,0,5400,0,5400,-33.8688,151.2093,25.0330,121.5654
2015,Sydney,Tokyo,62,62,62,62,18781,18781,18781,18781,-33.8688,151.2093,35.6895,139.6917
2015,Sydney,Tongatapu,9,9,9,9,1566,1566,1572,1572,-33.8688,151.2093,City not found,City not found
2015,Sydney,Toronto,0,31,0,31,0,10424,0,10582,-33.8688,151.2093,43.6532,-79.3832
2015,Sydney,Vancouver,0,31,0,31,0,10424,0,10582,-33.8688,151.2093,49.2827,-123.1207
2015,Sydney,Wellington,115,115,115,115,19163,19163,19212,19212,-33.8688,151.2093,-41.2865,174.7762
2015,Adelaide,Auckland,25,25,25,25,4089,4089,4055,4055,-34.9287,138.5986,-36.8485,174.7633
2015,Adelaide,Denpasar,49,49,47,47,8702,8702,8362,8362,-34.9287,138.5986,-8.6500,115.2167
2015,Adelaide,Dubai,30,30,30,30,10620,10620,10620,10620,-34.9287,138.5986,25.2048,55.2708
2015,Adelaide,Hong Kong,17,17,17,17,4240,4240,4240,4240,-34.9287,138.5986,22.3193,114.1694
2015,Adelaide,Kuala Lumpur,30,30,30,30,8430,8430,8430,8430,-34.9287,138.5986,3.1390,101.6869
2015,Adelaide,Singapore,30,30,30,30,8550,8550,8550,8550,-34.9287,138.5986,1.3521,103.8198
2015,Brisbane,Abu Dhabi,0,30,0,30,0,7860,0,7860,-27.4679,153.0281,24.4667,54.3667
2015,Brisbane,Apia,4,4,4,4,704,704,698,698,-27.4679,153.0281,City not found,City not found
2015,Brisbane,Auckland,178,221,178,221,36403,54945,36383,54925,-27.4679,153.0281,-36.8485,174.7633
2015,Brisbane,Bangkok,30,30,30,30,9053,9053,9053,9053,-27.4679,153.0281,13.7563,100.5018
2015,Brisbane,Christchurch,65,65,65,65,11098,11098,11128,11128,-27.4679,153.0281,-43.5321,172.6362
2015,Brisbane,Dallas,0,3,0,0,0,1452,0,0,-27.4679,153.0281,32.7767,-96.7970
2015,Brisbane,Denpasar,56,56,57,57,12346,12346,12693,12693,-27.4679,153.0281,-8.6500,115.2167
2015,Brisbane,Dubai,0,60,0,60,0,25442,0,25442,-27.4679,153.0281,25.2048,55.2708
2015,Brisbane,Dunedin,17,17,17,17,2962,2962,2962,2962,-27.4679,153.0281,-45.8788,170.5028
2015,Brisbane,Espiritu Santo,0,4,0,4,0,680,0,680,-27.4679,153.0281,-15.3767,166.9592
2015,Brisbane,Guangzhou,21,21,21,21,4578,4578,4578,4578,-27.4679,153.0281,23.1291,113.2644
2015,Brisbane,Hong Kong,60,78,60,78,16431,20949,16440,20958,-27.4679,153.0281,22.3193,114.1694
2015,Brisbane,Honiara,26,26,26,26,3878,3878,3878,3878,-27.4679,153.0281,-9.4456,159.9729
2015,Brisbane,Honolulu,26,29,23,26,7740,8649,6799,7708,-27.4679,153.0281,21.3069,-157.8583
2015,Brisbane,Kuala Lumpur,30,30,30,30,8430,8430,8430,8430,-27.4679,153.0281,3.1390,101.6869
2015,Brisbane,Los Angeles,60,64,60,60,21749,23565,21749,21749,-27.4679,153.0281,34.0522,-118.2437
2015,Brisbane,Manila,0,13,0,13,0,2028,0,2028,-27.4679,153.0281,14.5995,120.9842
2015,Brisbane,Nadi,58,58,58,58,9896,9896,9896,9896,-27.4679,153.0281,-17.7768,177.4350
2015,Brisbane,Nauru,13,13,13,13,1664,1664,1664,1664,-27.4679,153.0281,-0.5228,166.9315
2015,Brisbane,New York,0,1,0,0,0,364,0,0,-27.4679,153.0281,40.7128,-74.0060
2015,Brisbane,Noumea,13,13,13,13,2022,2022,2022,2022,-27.4679,153.0281,-22.2558,166.4505
2015,Brisbane,Port Moresby,94,94,94,94,16247,16247,16196,16196,-27.4679,153.0281,-9.4438,147.1803
2015,Brisbane,Port Vila,20,24,20,24,3484,4164,3484,4164,-27.4679,153.0281,-17.7333,168.3167
2015,Brisbane,Queenstown,13,13,13,13,2282,2282,2282,2282,-27.4679,153.0281,-45.0312,168.6626
2015,Brisbane,Seoul,17,17,17,17,4539,4539,4539,4539,-27.4679,153.0281,37.5665,126.9780
2015,Brisbane,Singapore,120,181,120,180,34560,53517,34560,53220,-27.4679,153.0281,1.3521,103.8198
2015,Brisbane,Taipei,9,22,9,22,2268,6168,2268,6168,-27.4679,153.0281,25.0330,121.5654
2015,Brisbane,Wellington,60,60,59,59,10476,10476,10306,10306,-27.4679,153.0281,-41.2865,174.7762
2015,Cairns,Auckland,12,12,12,12,1960,1960,1947,1947,-16.9186,145.7661,-36.8485,174.7633
2015,Cairns,Denpasar,12,12,13,13,2160,2160,2340,2340,-16.9186,145.7661,-8.6500,115.2167
2015,Cairns,Guam,8,8,9,9,944,944,1062,1062,-16.9186,145.7661,13.4443,144.7937
2015,Cairns,Hong Kong,0,18,0,18,0,4518,0,4518,-16.9186,145.7661,22.3193,114.1694
2015,Cairns,Osaka,11,19,10,19,3685,6365,3350,6365,-16.9186,145.7661,34.6937,135.5023
2015,Cairns,Port Moresby,98,98,98,98,8521,8521,8494,8494,-16.9186,145.7661,-9.4438,147.1803
2015,Cairns,Rabaul,4,4,4,4,296,296,296,296,-16.9186,145.7661,-4.2000,152.1833
2015,Cairns,Tokyo,27,27,27,27,9045,9045,9045,9045,-16.9186,145.7661,35.6895,139.6917
2015,Darwin,Denpasar,34,34,33,33,6120,6120,5940,5940,-12.4611,130.8419,-8.6500,115.2167
2015,Darwin,Kuala Lumpur,15,15,15,15,2385,2385,2385,2385,-12.4611,130.8419,3.1390,101.6869
2015,Darwin,Manila,0,13,0,13,0,2028,0,2028,-12.4611,130.8419,14.5995,120.9842
2015,Darwin,Singapore,32,32,32,32,5456,5456,5456,5456,-12.4611,130.8419,1.3521,103.8198
2015,Gold Coast,Auckland,82,82,82,82,14267,14267,14246,14246,-28.0003,153.4309,-36.8485,174.7633
2015,Gold Coast,Christchurch,22,22,22,22,3835,3835,3824,3824,-28.0003,153.4309,-43.5321,172.6362
2015,Gold Coast,Kuala Lumpur,22,22,21,21,8294,8294,7917,7917,-28.0003,153.4309,3.1390,101.6869
2015,Gold Coast,Nadi,13,13,13,13,2340,2340,2340,2340,-28.0003,153.4309,-17.7768,177.4350
2015,Gold Coast,Queenstown,12,12,13,13,2160,2160,2340,2340,-28.0003,153.4309,-45.0312,168.6626
2015,Gold Coast,Singapore,12,21,12,21,4824,8442,4824,8442,-28.0003,153.4309,1.3521,103.8198
2015,Gold Coast,Tokyo,22,23,20,23,7370,7705,6700,7705,-28.0003,153.4309,35.6895,139.6917
2015,Gold Coast,Wellington,13,13,13,13,2340,2340,2340,2340,-28.0003,153.4309,-41.2865,174.7762
2015,Melbourne,Abu Dhabi,30,30,30,30,9840,9840,9840,9840,-37.8140,144.9633,24.4667,54.3667
2015,Melbourne,Auckland,255,285,257,287,49103,63745,49444,64086,-37.8140,144.9633,-36.8485,174.7633
2015,Melbourne,Bandar Seri Begawan,30,30,30,30,7620,7620,7620,7620,-37.8140,144.9633,4.9031,114.9394
2015,Melbourne,Bangkok,74,74,76,76,22702,22702,23368,23368,-37.8140,144.9633,13.7563,100.5018
