Year,Australian,International,InFlightsExc,InFlightsAll,OutFlightsExc,OutFlightsAll,InSeatsMin,InSeatsMax,OutSeatsMin,OutSeatsMax,Lat  Aus,Lon Aus,Lat International,Lon International
2010,Sydney,Buenos Aires,13,26,13,26,3964,7175,3991,7202,-33.8688,151.2093,-34.6037,-58.3816
2010,Sydney,Chicago,0,26,0,29,0,9724,0,10846,-33.8688,151.2093,41.8781,-87.6298
2010,Sydney,Christchurch,122,151,123,152,20507,30773,20668,30934,-33.8688,151.2093,-43.5321,172.6362
2010,Sydney,Denpasar,59,69,57,69,14854,17824,14260,17824,-33.8688,151.2093,-8.6500,115.2167
2010,Sydney,Dubai,30,90,30,90,7980,33180,7980,33180,-33.8688,151.2093,25.2048,55.2708
2010,Sydney,Frankfurt,0,30,0,31,0,11933,0,12092,-33.8688,151.2093,50.1109,8.6821
2010,Sydney,Guangzhou,30,30,30,30,8250,8250,8250,8250,-33.8688,151.2093,23.1291,113.2644
2010,Sydney,Hanoi,0,21,0,21,0,6825,0,6825,-33.8688,151.2093,21.0278,105.8342
2010,Sydney,Ho Chi Minh City,1,38,1,38,177,9587,177,9587,-33.8688,151.2093,10.8231,106.6297
2010,Sydney,Hong Kong,148,178,148,178,41127,50367,41146,50386,-33.8688,151.2093,22.3193,114.1694
2010,Sydney,Honolulu,48,48,44,48,12859,12859,11659,12859,-33.8688,151.2093,21.3069,-157.8583
2010,Sydney,Jakarta,31,32,32,32,8274,8571,8598,8598,-33.8688,151.2093,-6.2088,106.8456
2010,Sydney,Johannesburg,28,28,28,28,9826,9826,9836,9836,-33.8688,151.2093,-26.2041,28.0473
2010,Sydney,Kuala Lumpur,30,52,30,52,10710,16870,10680,16818,-33.8688,151.2093,3.1390,101.6869
2010,Sydney,London,0,146,0,147,0,47313,0,47899,-33.8688,151.2093,51.5074,-0.1278
2010,Sydney,Los Angeles,93,145,94,144,32734,50847,33195,50487,-33.8688,151.2093,34.0522,-118.2437
2010,Sydney,Manila,20,38,20,38,5706,11661,5708,11663,-33.8688,151.2093,14.5995,120.9842
2010,Sydney,Mauritius,0,4,0,5,0,1192,0,1490,-33.8688,151.2093,-20.1669,57.5030
2010,Sydney,Nadi,77,77,77,77,26315,26315,26315,26315,-33.8688,151.2093,-17.7768,177.4350
2010,Sydney,New York,0,51,0,50,0,16143,0,15776,-33.8688,151.2093,40.7128,-74.0060
2010,Sydney,Noumea,34,34,35,35,5444,5444,5523,5523,-33.8688,151.2093,-22.2558,166.4505
2010,Sydney,Osaka,0,8,0,8,0,2424,0,2412,-33.8688,151.2093,34.6937,135.5023
2010,Sydney,Paris,0,8,0,8,0,2912,0,2912,-33.8688,151.2093,48.8566,2.3522
2010,Sydney,Phuket,13,13,13,13,3913,3913,3913,3913,-33.8688,151.2093,7.8804,98.3923
2010,Sydney,Port Moresby,4,8,7,8,800,1615,1400,1615,-33.8688,151.2093,-9.4438,147.1803
2010,Sydney,Port Vila,35,35,35,35,6040,6040,6040,6040,-33.8688,151.2093,-17.7333,168.3167
2010,Sydney,Queenstown,32,32,31,31,5099,5099,5074,5074,-33.8688,151.2093,-45.0312,168.6626
2010,Sydney,Rarotonga,0,4,0,4,0,899,0,899,-33.8688,151.2093,-21.2292,-159.7761
2010,Sydney,Rotarua,7,7,8,8,1064,1064,1216,1216,-33.8688,151.2093,City not found,City not found
2010,Sydney,San Francisco,15,46,17,46,4781,16354,5320,16166,-33.8688,151.2093,37.7749,-122.4194
2010,Sydney,Santiago,0,22,0,22,0,5642,0,5642,-33.8688,151.2093,-33.4489,-70.6693
2010,Sydney,Seoul,60,60,60,60,17130,17130,17130,17130,-33.8688,151.2093,37.5665,126.9780
2010,Sydney,Shanghai,51,68,51,68,14651,18731,14642,18722,-33.8688,151.2093,31.2304,121.4737
2010,Sydney,Singapore,120,213,120,212,39264,70842,39264,70709,-33.8688,151.2093,1.3521,103.8198
2010,Sydney,St Denis de la Reunion,0,8,0,8,0,2912,0,2912,-33.8688,151.2093,City not found,City not found
2010,Sydney,Taipei,18,18,18,18,5400,5400,5400,5400,-33.8688,151.2093,25.0330,121.5654
2010,Sydney,Tokyo,59,60,60,60,18526,18761,18752,18752,-33.8688,151.2093,35.6895,139.6917
2010,Sydney,Tongatapu,9,9,9,9,1620,1620,1620,1620,-33.8688,151.2093,City not found,City not found
2010,Sydney,Toronto,0,30,0,30,0,8100,0,8100,-33.8688,151.2093,43.6532,-79.3832
2010,Sydney,Vancouver,0,30,1,31,0,8100,270,8370,-33.8688,151.2093,49.2827,-123.1207
2010,Sydney,Wellington,101,101,102,102,13994,13994,15447,15447,-33.8688,151.2093,-41.2865,174.7762
2010,Adelaide,Auckland,23,23,23,23,3515,3515,3515,3515,-34.9287,138.5986,-36.8485,174.7633
2010,Adelaide,Denpasar,14,14,13,13,2520,2520,2340,2340,-34.9287,138.5986,-8.6500,115.2167
2010,Adelaide,Hong Kong,0,31,0,31,0,8184,0,8184,-34.9287,138.5986,22.3193,114.1694
2010,Adelaide,Kuala Lumpur,18,18,18,18,5040,5040,5040,5040,-34.9287,138.5986,3.1390,101.6869
2010,Adelaide,Singapore,40,45,40,44,11499,12982,11507,12695,-34.9287,138.5986,1.3521,103.8198
2010,Brisbane,Abu Dhabi,0,13,0,13,0,3406,0,3406,-27.4679,153.0281,24.4667,54.3667
2010,Brisbane,Apia,5,5,5,5,900,900,900,900,-27.4679,153.0281,City not found,City not found
2010,Brisbane,Auckland,156,187,155,186,29847,37845,29840,37838,-27.4679,153.0281,-36.8485,174.7633
2010,Brisbane,Bandar Seri Begawan,26,26,26,26,7410,7410,7410,7410,-27.4679,153.0281,4.9031,114.9394
2010,Brisbane,Bangkok,23,23,23,23,6869,6869,6869,6869,-27.4679,153.0281,13.7563,100.5018
2010,Brisbane,Bombay,0,14,0,13,0,4145,0,3797,-27.4679,153.0281,19.0760,72.8777
2010,Brisbane,Christchurch,113,113,111,111,19441,19441,19067,19067,-27.4679,153.0281,-43.5321,172.6362
2010,Brisbane,Denpasar,31,62,31,62,5580,12090,5580,12090,-27.4679,153.0281,-8.6500,115.2167
2010,Brisbane,Dubai,0,62,0,62,0,18972,0,18972,-27.4679,153.0281,25.2048,55.2708
2010,Brisbane,Dunedin,20,20,20,20,3544,3544,3544,3544,-27.4679,153.0281,-45.8788,170.5028
2010,Brisbane,Espiritu Santo,5,5,4,4,850,850,680,680,-27.4679,153.0281,-15.3767,166.9592
2010,Brisbane,Hamilton,18,18,19,19,3240,3240,3420,3420,-27.4679,153.0281,-37.7833,175.2833
2010,Brisbane,Hong Kong,36,63,36,63,10240,17368,10246,17374,-27.4679,153.0281,22.3193,114.1694
2010,Brisbane,Honiara,21,26,21,26,3468,4092,3468,4092,-27.4679,153.0281,-9.4456,159.9729
2010,Brisbane,Kuala Lumpur,10,31,10,31,2812,8692,2802,8661,-27.4679,153.0281,3.1390,101.6869
2010,Brisbane,Los Angeles,38,38,39,39,14655,14655,15014,15014,-27.4679,153.0281,34.0522,-118.2437
2010,Brisbane,Manila,0,12,0,12,0,3332,0,3330,-27.4679,153.0281,14.5995,120.9842
2010,Brisbane,Nadi,65,65,65,65,11119,11119,11119,11119,-27.4679,153.0281,-17.7768,177.4350
2010,Brisbane,Nauru,0,5,0,5,0,624,0,624,-27.4679,153.0281,-0.5228,166.9315
2010,Brisbane,Noumea,15,15,15,15,2425,2425,2425,2425,-27.4679,153.0281,-22.2558,166.4505
2010,Brisbane,Phuket,9,9,10,10,3249,3249,3610,3610,-27.4679,153.0281,7.8804,98.3923
2010,Brisbane,Port Moresby,55,60,56,56,9956,10881,10056,10056,-27.4679,153.0281,-9.4438,147.1803
2010,Brisbane,Port Vila,22,22,23,23,3870,3870,4040,4040,-27.4679,153.0281,-17.7333,168.3167
2010,Brisbane,Queenstown,1,1,1,1,152,152,152,152,-27.4679,153.0281,-45.0312,168.6626
2010,Brisbane,Seoul,14,14,14,14,3584,3584,3584,3584,-27.4679,153.0281,37.5665,126.9780
2010,Brisbane,Shanghai,0,1,0,0,0,297,0,0,-27.4679,153.0281,31.2304,121.4737
2010,Brisbane,Singapore,102,160,103,160,29273,47804,29566,47804,-27.4679,153.0281,1.3521,103.8198
2010,Brisbane,Taipei,22,22,22,22,6259,6259,6259,6259,-27.4679,153.0281,25.0330,121.5654
2010,Brisbane,Tarawa,0,5,0,5,0,624,0,624,-27.4679,153.0281,1.4518,172.9717
2010,Brisbane,Wellington,62,62,62,62,10462,10462,10484,10484,-27.4679,153.0281,-41.2865,174.7762
2010,Cairns,Auckland,23,23,23,23,3975,3975,3975,3975,-16.9186,145.7661,-36.8485,174.7633
2010,Cairns,Guam,10,10,10,10,1261,1261,1261,1261,-16.9186,145.7661,13.4443,144.7937
2010,Cairns,Hong Kong,0,27,0,27,0,7128,0,7128,-16.9186,145.7661,22.3193,114.1694
2010,Cairns,Osaka,9,18,13,18,2727,5454,3939,5454,-16.9186,145.7661,34.6937,135.5023
2010,Cairns,Port Moresby,105,105,104,104,8445,8445,8345,8345,-16.9186,145.7661,-9.4438,147.1803
2010,Cairns,Singapore,0,31,0,31,0,5593,0,5560,-16.9186,145.7661,1.3521,103.8198
2010,Cairns,Tokyo,30,30,30,30,9090,9090,9090,9090,-16.9186,145.7661,35.6895,139.6917
2010,Darwin,Denpasar,0,31,0,31,0,6510,0,6510,-12.4611,130.8419,-8.6500,115.2167
2010,Darwin,Ho Chi Minh City,0,15,0,16,0,2520,0,2684,-12.4611,130.8419,10.8231,106.6297
2010,Darwin,Singapore,0,62,0,62,0,11023,0,10990,-12.4611,130.8419,1.3521,103.8198
2010,Gold Coast,Auckland,84,84,84,84,14427,14427,14449,14449,-28.0003,153.4309,-36.8485,174.7633
2010,Gold Coast,Christchurch,14,14,15,15,2347,2347,2499,2499,-28.0003,153.4309,-43.5321,172.6362
2010,Gold Coast,Kuala Lumpur,31,31,31,31,11687,11687,11687,11687,-28.0003,153.4309,3.1390,101.6869
2010,Gold Coast,Osaka,31,31,17,31,9300,9300,5100,9327,-28.0003,153.4309,34.6937,135.5023
2010,Gold Coast,Tokyo,21,21,21,30,6363,6363,6363,9090,-28.0003,153.4309,35.6895,139.6917
2010,Melbourne,Abu Dhabi,31,31,31,31,7942,7942,7942,7942,-37.8140,144.9633,24.4667,54.3667
2010,Melbourne,Auckland,164,225,162,224,31400,47380,31129,47248,-37.8140,144.9633,-36.8485,174.7633
2010,Melbourne,Bangkok,75,75,71,75,26299,26299,25095,26299,-37.8140,144.9633,13.7563,100.5018
2010,Melbourne,Beijing,0,18,0,18,0,4320,0,4320,-37.8140,144.9633,39.9042,116.4074
2010,Melbourne,Chicago,0,26,0,31,0,9724,0,11594,-37.8140,144.9633,41.8781,-87.6298
2010,Melbourne,Christchurch,81,81,84,84,13674,13674,14186,14186,-37.8140,144.9633,-43.5321,172.6362
2010,Melbourne,Denpasar,53,66,54,67,12042,15903,12339,16200,-37.8140,144.9633,-8.6500,115.2167
2010,Melbourne,Doha,31,31,31,31,8029,8029,8029,8029,-37.8140,144.9633,25.2854,51.5310
2010,Melbourne,Dubai,0,93,0,93,0,33232,0,33232,-37.8140,144.9633,25.2048,55.2708
2010,Melbourne,Guangzhou,13,13,13,13,3185,3185,3185,3185,-37.8140,144.9633,23.1291,113.2644
2010,Melbourne,Hanoi,0,22,0,22,0,5852,0,5852,-37.8140,144.9633,21.0278,105.8342
2010,Melbourne,Ho Chi Minh City,0,22,0,22,0,5852,0,5852,-37.8140,144.9633,10.8231,106.6297
2010,Melbourne,Hong Kong,62,124,62,124,16368,35480,16368,35486,-37.8140,144.9633,22.3193,114.1694
2010,Melbourne,Honolulu,0,0,0,4,0,0,0,1200,-37.8140,144.9633,21.3069,-157.8583
2010,Melbourne,Jakarta,13,13,12,12,2886,2886,2664,2664,-37.8140,144.9633,-6.2088,106.8456
2010,Melbourne,Johannesburg,9,10,9,9,3249,3602,3249,3249,-37.8140,144.9633,-26.2041,28.0473
2010,Melbourne,Kuala Lumpur,115,146,115,146,37341,48625,37279,48563,-37.8140,144.9633,3.1390,101.6869
2010,Melbourne,London,0,62,0,62,0,22823,0,22690,-37.8140,144.9633,51.5074,-0.1278
2010,Melbourne,Los Angeles,36,100,40,102,13191,30998,14755,31494,-37.8140,144.9633,34.0522,-118.2437
2010,Melbourne,Manila,0,21,0,21,0,7226,0,7226,-37.8140,144.9633,14.5995,120.9842
2010,Melbourne,Mauritius,0,4,0,4,0,1192,0,1192,-37.8140,144.9633,-20.1669,57.5030
2010,Melbourne,Nadi,37,37,37,37,7972,7972,7972,7972,-37.8140,144.9633,-17.7768,177.4350
2010,Melbourne,Phuket,5,5,4,4,1805,1805,1444,1444,-37.8140,144.9633,7.8804,98.3923
2010,Melbourne,Port Vila,4,4,4,4,680,680,680,680,-37.8140,144.9633,-17.7333,168.3167
2010,Melbourne,Queenstown,1,1,1,1,152,152,152,152,-37.8140,144.9633,-45.0312,168.6626
2010,Melbourne,Seoul,13,13,13,13,3008,3008,3008,3008,-37.8140,144.9633,37.5665,126.9780
2010,Melbourne,Shanghai,18,36,18,36,5220,9540,5220,9540,-37.8140,144.9633,31.2304,121.4737
2010,Melbourne,Singapore,93,186,93,186,32096,60398,32053,60254,-37.8140,144.9633,1.3521,103.8198
2010,Melbourne,Wellington,57,57,57,57,7788,7788,8492,8492,-37.8140,144.9633,-41.2865,174.7762
2010,Norfolk Island,Auckland,5,5,5,5,752,752,750,750,-29.0408,167.9583,-36.8485,174.7633
2010,Perth,Auckland,30,30,30,30,6893,6893,6897,6897,-31.9522,115.8614,-36.8485,174.7633
2010,Perth,Bandar Seri Begawan,18,18,18,18,2711,2711,2711,2711,-31.9522,115.8614,4.9031,114.9394
2010,Perth,Bangkok,30,30,17,30,8970,8970,5083,8970,-31.9522,115.8614,13.7563,100.5018
2010,Perth,Denpasar,210,228,211,229,36369,39564,36549,39741,-31.9522,115.8614,-8.6500,115.2167
2010,Perth,Dubai,62,62,62,62,17924,17924,17924,17924,-31.9522,115.8614,25.2048,55.2708
2010,Perth,Hong Kong,43,43,43,43,11849,11849,11871,11871,-31.9522,115.8614,22.3193,114.1694
2010,Perth,Jakarta,0,9,0,9,0,1593,0,1593,-31.9522,115.8614,-6.2088,106.8456
2010,Perth,Johannesburg,31,31,31,31,8584,8584,8587,8587,-31.9522,115.8614,-26.2041,28.0473
2010,Perth,Kuala Lumpur,76,76,76,76,24429,24429,24429,24429,-31.9522,115.8614,3.1390,101.6869
2010,Perth,Mauritius,5,5,4,4,1375,1375,1100,1100,-31.9522,115.8614,-20.1669,57.5030
2010,Perth,Phuket,14,14,13,26,2520,2520,2340,6227,-31.9522,115.8614,7.8804,98.3923
2010,Perth,Singapore,196,223,196,223,50141,54929,50192,54977,-31.9522,115.8614,1.3521,103.8198
2010,Perth,Tokyo,13,13,14,14,2951,2951,3175,3175,-31.9522,115.8614,35.6895,139.6917
2010,Port Hedland,Denpasar,4,4,4,4,624,624,624,624,-20.3104,118.6060,-8.6500,115.2167
2010,Sydney,Abu Dhabi,49,49,49,49,13686,13686,13686,13686,-33.8688,151.2093,24.4667,54.3667
2010,Sydney,Apia,13,13,14,14,2340,2340,2520,2520,-33.8688,151.2093,City not found,City not found
2010,Sydney,Auckland,352,424,350,421,65128,90434,64865,89941,-33.8688,151.2093,-36.8485,174.7633
2010,Sydney,Bangkok,62,155,62,159,16554,48918,16554,50115,-33.8688,151.2093,13.7563,100.5018
2010,Sydney,Beijing,18,36,18,36,4320,8640,4320,8640,-33.8688,151.2093,39.9042,116.4074
2010,Sydney,Buenos Aires,13,27,13,27,3977,7435,3991,7449,-33.8688,151.2093,-34.6037,-58.3816
2010,Sydney,Chicago,0,26,0,31,0,9724,0,11594,-33.8688,151.2093,41.8781,-87.6298
2010,Sydney,Christchurch,129,160,128,159,21778,32752,21549,32523,-33.8688,151.2093,-43.5321,172.6362
2010,Sydney,Denpasar,62,75,61,74,15745,19606,15448,19309,-33.8688,151.2093,-8.6500,115.2167
2010,Sydney,Dubai,30,92,30,92,7980,34020,7980,34020,-33.8688,151.2093,25.2048,55.2708
2010,Sydney,Frankfurt,0,31,0,31,0,12348,0,12120,-33.8688,151.2093,50.1109,8.6821
2010,Sydney,Guangzhou,32,32,32,32,9062,9062,9062,9062,-33.8688,151.2093,23.1291,113.2644
2010,Sydney,Hanoi,0,23,0,23,0,7227,0,7315,-33.8688,151.2093,21.0278,105.8342
2010,Sydney,Ho Chi Minh City,0,38,0,39,0,9747,0,9999,-33.8688,151.2093,10.8231,106.6297
2010,Sydney,Hong Kong,155,186,156,187,44849,54397,45149,54697,-33.8688,151.2093,22.3193,114.1694
2010,Sydney,Honolulu,54,54,50,54,14229,14229,13029,14229,-33.8688,151.2093,21.3069,-157.8583
2010,Sydney,Jakarta,30,30,30,30,7927,7927,7933,7933,-33.8688,151.2093,-6.2088,106.8456
2010,Sydney,Johannesburg,30,31,31,31,10569,10922,10927,10927,-33.8688,151.2093,-26.2041,28.0473
2010,Sydney,Kuala Lumpur,32,53,32,53,11347,17227,11316,17175,-33.8688,151.2093,3.1390,101.6869
2010,Sydney,London,0,154,0,155,0,49951,0,50066,-33.8688,151.2093,51.5074,-0.1278
2010,Sydney,Los Angeles,96,153,95,149,33970,53831,33611,52262,-33.8688,151.2093,34.0522,-118.2437
2010,Sydney,Manila,23,40,23,40,6672,12398,6674,12398,-33.8688,151.2093,14.5995,120.9842
2010,Sydney,Mauritius,0,4,0,4,0,1192,0,1192,-33.8688,151.2093,-20.1669,57.5030
2010,Sydney,Nadi,81,81,81,81,25457,25457,25457,25457,-33.8688,151.2093,-17.7768,177.4350
2010,Sydney,New York,0,54,0,54,0,16998,0,16989,-33.8688,151.2093,40.7128,-74.0060
2010,Sydney,Noumea,35,35,36,36,5522,5522,5511,5511,-33.8688,151.2093,-22.2558,166.4505
2010,Sydney,Osaka,0,9,0,10,0,2727,0,3015,-33.8688,151.2093,34.6937,135.5023
2010,Sydney,Paris,0,9,0,9,0,3354,0,3354,-33.8688,151.2093,48.8566,2.3522
2010,Sydney,Phuket,13,13,13,13,3913,3913,3913,3913,-33.8688,151.2093,7.8804,98.3923
2010,Sydney,Port Moresby,5,10,9,9,970,1895,1710,1710,-33.8688,151.2093,-9.4438,147.1803
2010,Sydney,Port Vila,36,36,36,36,6210,6210,6210,6210,-33.8688,151.2093,-17.7333,168.3167
2010,Sydney,Queenstown,27,27,27,27,4408,4408,4602,4602,-33.8688,151.2093,-45.0312,168.6626
2010,Sydney,Rarotonga,0,5,0,4,0,1150,0,920,-33.8688,151.2093,-21.2292,-159.7761
2010,Sydney,Rotarua,9,9,9,9,1425,1425,1425,1425,-33.8688,151.2093,City not found,City not found
2010,Sydney,San Francisco,15,46,15,46,4602,16196,4605,16199,-33.8688,151.2093,37.7749,-122.4194
2010,Sydney,Santiago,0,22,0,22,0,5632,0,5632,-33.8688,151.2093,-33.4489,-70.6693
2010,Sydney,Seoul,62,62,62,62,17701,17701,17701,17701,-33.8688,151.2093,37.5665,126.9780
2010,Sydney,Shanghai,53,72,54,72,15244,19861,15559,19879,-33.8688,151.2093,31.2304,121.4737
2010,Sydney,Singapore,124,221,124,221,40907,73757,40926,74039,-33.8688,151.2093,1.3521,103.8198
2010,Sydney,St Denis de la Reunion,0,9,0,9,0,3354,0,3354,-33.8688,151.2093,City not found,City not found
2010,Sydney,Taipei,17,17,17,17,5100,5100,5100,5100,-33.8688,151.2093,25.0330,121.5654
2010,Sydney,Tokyo,62,62,62,62,19518,19518,19475,19475,-33.8688,151.2093,35.6895,139.6917
2010,Sydney,Tongatapu,8,8,8,8,1440,1440,1440,1440,-33.8688,151.2093,City not found,City not found
2010,Sydney,Toronto,0,31,0,31,0,8370,0,8370,-33.8688,151.2093,43.6532,-79.3832
2010,Sydney,Vancouver,0,31,0,31,0,8370,0,8370,-33.8688,151.2093,49.2827,-123.1207
2010,Sydney,Wellington,111,111,111,111,15944,15944,17079,17079,-33.8688,151.2093,-41.2865,174.7762
2010,Adelaide,Auckland,22,22,22,22,3558,3558,3561,3561,-34.9287,138.5986,-36.8485,174.7633
2010,Adelaide,Denpasar,12,12,13,13,2160,2160,2340,2340,-34.9287,138.5986,-8.6500,115.2167
2010,Adelaide,Hong Kong,0,30,0,30,0,7920,0,7920,-34.9287,138.5986,22.3193,114.1694
2010,Adelaide,Kuala Lumpur,17,17,17,17,4760,4760,4760,4760,-34.9287,138.5986,3.1390,101.6869
2010,Adelaide,Singapore,38,42,38,43,10925,12112,10925,12410,-34.9287,138.5986,1.3521,103.8198
2010,Brisbane,Abu Dhabi,0,13,0,13,0,3406,0,3406,-27.4679,153.0281,24.4667,54.3667
2010,Brisbane,Apia,3,3,4,4,540,540,720,720,-27.4679,153.0281,City not found,City not found
2010,Brisbane,Auckland,143,173,142,173,27101,34841,26997,34881,-27.4679,153.0281,-36.8485,174.7633
2010,Brisbane,Bandar Seri Begawan,26,26,26,26,7410,7410,7410,7410,-27.4679,153.0281,4.9031,114.9394
2010,Brisbane,Bangkok,21,21,21,21,6240,6240,6240,6240,-27.4679,153.0281,13.7563,100.5018
2010,Brisbane,Bombay,0,12,0,13,0,3548,0,3851,-27.4679,153.0281,19.0760,72.8777
2010,Brisbane,Christchurch,99,99,100,101,17394,17394,17573,17717,-27.4679,153.0281,-43.5321,172.6362
2010,Brisbane,Denpasar,31,60,30,59,5580,11721,5400,11541,-27.4679,153.0281,-8.6500,115.2167
2010,Brisbane,Dubai,0,60,0,60,0,18360,0,18360,-27.4679,153.0281,25.2048,55.2708
2010,Brisbane,Dunedin,16,16,16,16,2880,2880,2880,2880,-27.4679,153.0281,-45.8788,170.5028
2010,Brisbane,Espiritu Santo,3,3,4,4,510,510,680,680,-27.4679,153.0281,-15.3767,166.9592
2010,Brisbane,Guangzhou,13,13,13,13,3290,3290,3290,3290,-27.4679,153.0281,23.1291,113.2644
2010,Brisbane,Hamilton,17,17,16,16,3060,3060,2880,2880,-27.4679,153.0281,-37.7833,175.2833
2010,Brisbane,Hong Kong,35,62,34,61,9824,16952,9533,16661,-27.4679,153.0281,22.3193,114.1694
2010,Brisbane,Honiara,22,27,22,27,3648,4272,3648,4272,-27.4679,153.0281,-9.4456,159.9729
2010,Brisbane,Kuala Lumpur,21,21,21,21,6132,6132,6111,6111,-27.4679,153.0281,3.1390,101.6869
2010,Brisbane,Los Angeles,36,38,36,36,13891,14715,13966,13966,-27.4679,153.0281,34.0522,-118.2437
2010,Brisbane,Manila,0,5,0,4,0,1485,0,1185,-27.4679,153.0281,14.5995,120.9842
2010,Brisbane,Nadi,61,61,60,60,10209,10209,10032,10032,-27.4679,153.0281,-17.7768,177.4350
2010,Brisbane,Nauru,0,5,0,5,0,624,0,624,-27.4679,153.0281,-0.5228,166.9315
2010,Brisbane,Noumea,13,14,13,13,1986,2398,1986,1986,-27.4679,153.0281,-22.2558,166.4505
2010,Brisbane,Phuket,8,8,8,8,2888,2888,2888,2888,-27.4679,153.0281,7.8804,98.3923
2010,Brisbane,Port Moresby,69,73,68,68,11481,12221,11381,11381,-27.4679,153.0281,-9.4438,147.1803
2010,Brisbane,Port Vila,23,23,22,22,4040,4040,3870,3870,-27.4679,153.0281,-17.7333,168.3167
2010,Brisbane,Seoul,25,25,25,25,6400,6400,6400,6400,-27.4679,153.0281,37.5665,126.9780
2010,Brisbane,Singapore,102,157,101,157,29285,46860,28989,46875,-27.4679,153.0281,1.3521,103.8198
2010,Brisbane,Taipei,20,20,20,20,5700,5700,5700,5700,-27.4679,153.0281,25.0330,121.5654
2010,Brisbane,Tarawa,0,5,0,5,0,624,0,624,-27.4679,153.0281,1.4518,172.9717
2010,Brisbane,Wellington,60,60,60,60,10385,10385,10416,10416,-27.4679,153.0281,-41.2865,174.7762
2010,Cairns,Auckland,22,22,22,22,3765,3765,3773,3773,-16.9186,145.7661,-36.8485,174.7633
2010,Cairns,Guam,9,9,10,10,1200,1200,1323,1323,-16.9186,145.7661,13.4443,144.7937
2010,Cairns,Hong Kong,0,27,0,27,0,7128,0,7128,-16.9186,145.7661,22.3193,114.1694
2010,Cairns,Osaka,8,17,9,17,2424,5151,2727,5151,-16.9186,145.7661,34.6937,135.5023
2010,Cairns,Port Moresby,102,102,103,103,8328,8328,8436,8436,-16.9186,145.7661,-9.4438,147.1803
2010,Cairns,Singapore,0,30,0,30,0,6122,0,6119,-16.9186,145.7661,1.3521,103.8198
2010,Cairns,Tokyo,29,29,28,28,8787,8787,8484,8484,-16.9186,145.7661,35.6895,139.6917
2010,Darwin,Denpasar,0,29,1,30,0,6141,297,6438,-12.4611,130.8419,-8.6500,115.2167
2010,Darwin,Ho Chi Minh City,0,18,0,18,0,2904,0,2904,-12.4611,130.8419,10.8231,106.6297
2010,Darwin,Manila,0,1,0,0,0,297,0,0,-12.4611,130.8419,14.5995,120.9842
2010,Darwin,Singapore,0,59,0,59,0,11180,0,11177,-12.4611,130.8419,1.3521,103.8198
2010,Gold Coast,Auckland,77,77,77,77,13498,13498,13509,13509,-28.0003,153.4309,-36.8485,174.7633
2010,Gold Coast,Christchurch,13,13,13,13,2256,2256,2256,2256,-28.0003,153.4309,-43.5321,172.6362
2010,Gold Coast,Kuala Lumpur,30,30,30,30,11310,11310,11310,11310,-28.0003,153.4309,3.1390,101.6869
2010,Gold Coast,Osaka,29,29,30,30,8700,8700,9000,9000,-28.0003,153.4309,34.6937,135.5023
2010,Gold Coast,Tokyo,29,29,30,30,8787,8787,9090,9090,-28.0003,153.4309,35.6895,139.6917
2010,Melbourne,Abu Dhabi,30,30,30,30,7864,7864,7864,7864,-37.8140,144.9633,24.4667,54.3667
2010,Melbourne,Auckland,156,216,154,215,30248,45855,29933,45712,-37.8140,144.9633,-36.8485,174.7633
2010,Melbourne,Bangkok,64,71,66,71,22111,24218,22713,24218,-37.8140,144.9633,13.7563,100.5018
2010,Melbourne,Beijing,0,21,0,21,0,5040,0,5040,-37.8140,144.9633,39.9042,116.4074
2010,Melbourne,Chicago,0,28,0,30,0,10472,0,11220,-37.8140,144.9633,41.8781,-87.6298
2010,Melbourne,Christchurch,99,99,100,100,17167,17167,17334,17334,-37.8140,144.9633,-43.5321,172.6362
2010,Melbourne,Denpasar,58,60,47,61,13531,14125,10381,14545,-37.8140,144.9633,-8.6500,115.2167
2010,Melbourne,Doha,30,30,30,30,7770,7770,7770,7770,-37.8140,144.9633,25.2854,51.5310
2010,Melbourne,Dubai,0,90,0,90,0,32160,0,32160,-37.8140,144.9633,25.2048,55.2708
2010,Melbourne,Guangzhou,30,30,30,30,8310,8310,8310,8310,-37.8140,144.9633,23.1291,113.2644
2010,Melbourne,Hanoi,0,22,0,21,0,5852,0,5586,-37.8140,144.9633,21.0278,105.8342
2010,Melbourne,Ho Chi Minh City,0,22,0,21,0,5852,0,5586,-37.8140,144.9633,10.8231,106.6297
2010,Melbourne,Hong Kong,60,120,60,120,15840,34111,15840,34106,-37.8140,144.9633,22.3193,114.1694
2010,Melbourne,Honolulu,0,0,0,4,0,0,0,1200,-37.8140,144.9633,21.3069,-157.8583
2010,Melbourne,Jakarta,13,13,13,13,2886,2886,2886,2886,-37.8140,144.9633,-6.2088,106.8456
2010,Melbourne,Johannesburg,8,8,9,9,2888,2888,3249,3249,-37.8140,144.9633,-26.2041,28.0473
2010,Melbourne,Kuala Lumpur,90,120,90,120,28110,39030,28075,38995,-37.8140,144.9633,3.1390,101.6869
2010,Melbourne,London,0,61,0,60,0,20893,0,20766,-37.8140,144.9633,51.5074,-0.1278
2010,Melbourne,Los Angeles,34,96,36,96,11196,28063,12102,28313,-37.8140,144.9633,34.0522,-118.2437
2010,Melbourne,Manila,0,17,0,17,0,6290,0,6290,-37.8140,144.9633,14.5995,120.9842
